question,answer,model_answer,id,clean_model_answer,is_correct
روم کنترل کدام مناطق را به دست می گرفت؟,پنج ساتراپی بین دجله و ارمنستان,روم کنترل مناطق وسیعی از اروپا، شمال آفریقا و خاورمیانه را به دست می‌گرفت. این مناطق شامل شبه‌جزیره ایتالیا، شبه‌جزیره ایبریا، سرزمین گل (فرانسه امروزی)، بریتانیا، بخش‌هایی از آلمان، بالکان، یونان، آسیای صغیر، سوریه، فلسطین، مصر و شمال آفریقا می‌شد.,1642245,روم کنترل مناطق وسیعی از اروپا، شمال آفریقا و خاورمیانه را به دست می‌گرفت. این مناطق شامل شبه‌جزیره ایتالیا، شبه‌جزیره ایبریا، سرزمین گل (فرانسه امروزی)، بریتانیا، بخش‌هایی از آلمان، بالکان، یونان، آسیای صغیر، سوریه، فلسطین، مصر و شمال آفریقا می‌شد.,False
مرکز زمین در کجای مسیر ماهواره‌ها قرار دارد؟,مرکز این مسیر یا در نقطۀ کانونی آن,"<Think>ماهواره‌ها به دور زمین می‌چرخند و مدار آنها به دور مرکز جرم زمین است. بنابراین، مرکز زمین در مرکز مدار ماهواره‌ها قرار دارد.</Think>
<ANSWER>در مرکز مدار ماهواره‌ها</ANSWER>",1632748,در مرکز مدار ماهواره‌ها,False
وارن گامالیل هاردینگ در انتخابات ریاست جمهوری سال ۱۹۲۰ آمریکا نامزد کدام حزب بود؟,جمهوری‌خواهان,حزب جمهوری‌خواه,1635815,حزب جمهوری‌خواه,True
وب جهان گستر چیست؟,مجموعه‌ای جهانی از اسناد و تصاویر و سایر منابعی است که به وسیله ابرپیوندها با یکدیگر ارتباط منطقی دارند,"<Think>وب جهان گستر، یا همان وب (World Wide Web)، یک سیستم اطلاعاتی است که مجموعه‌ای از اسناد و منابع دیگر است که توسط شناسه‌های یکپارچه منبع (URLها) شناسایی می‌شوند و با استفاده از پروتکل HTTP و از طریق اینترنت قابل دسترسی هستند. این سیستم از طریق پیوندهای ابرمتنی به یکدیگر متصل شده‌اند و توسط مرورگرهای وب قابل مشاهده و تعامل می‌باشند.</Think>
<ANSWER>وب جهان گستر (World Wide Web) یک سیستم اطلاعاتی شامل اسناد و منابع دیگر است که توسط شناسه‌های یکپارچه منبع (URLها) شناسایی می‌شوند و با استفاده از پروتکل HTTP از طریق اینترنت قابل دسترسی می‌باشند و توسط مرورگرهای وب نمایش داده می‌شوند.</ANSWER>",1619495,وب جهان گستر (World Wide Web) یک سیستم اطلاعاتی شامل اسناد و منابع دیگر است که توسط شناسه‌های یکپارچه منبع (URLها) شناسایی می‌شوند و با استفاده از پروتکل HTTP از طریق اینترنت قابل دسترسی می‌باشند و توسط مرورگرهای وب نمایش داده می‌شوند.,False
لاووازیه نام هوای حیاتی را در ۱۷۷۷ به چه نامی تغییر داد؟,اکسیژن,اکسیژن (O₂).,1624515,اکسیژن (O₂).,True
سالن ورودی گوگل پلکس مزین به چه چیزهایی است؟,یک پیانو، تعدادی سرور قدیمی، و جستارهای تحقیقاتی یک پروژه بر روی دیوار,"<Think>سالن ورودی گوگل پلکس به داشتن صفحه نمایشی که پرس‌وجوهای زنده گوگل را نمایش می‌دهد، معروف است. همچنین اغلب شامل وسایل سرگرمی مانند لامپ‌های گدازه‌ای و توپ‌های لاستیکی بزرگ است.</Think>
<ANSWER>یک صفحه نمایش بزرگ که پرس‌وجوهای گوگل را در زمان واقعی نمایش می‌دهد، لامپ‌های گدازه‌ای و توپ‌های لاستیکی بزرگ</ANSWER>",1612166,یک صفحه نمایش بزرگ که پرس‌وجوهای گوگل را در زمان واقعی نمایش می‌دهد، لامپ‌های گدازه‌ای و توپ‌های لاستیکی بزرگ,False
مراسم افتتاحیه بازی‌های آسیایی ۲۰۱۰ در چه تاریخی برگزار شد؟,۱۲ نوامبر,<ANSWER>۱۲ نوامبر ۲۰۱۰</ANSWER>,1648586,۱۲ نوامبر ۲۰۱۰,True
بخش موازی در استان گیلان از ادغام چند بخش تشکیل شده بود؟,چهار بخش,"<Think>بخش موازی در استان گیلان (به ویژه در رشت) در دوره انقلاب مشروطه و پس از آن تشکیل شد. این بخش از ادغام پنج محله یا بخش دیگر تشکیل شده بود.</Think>
<ANSWER>پنج</ANSWER>",1610311,پنج,False
زبان رایج ساسانیان چه بود؟,,<ANSWER>فارسی میانه</ANSWER>,1642914,فارسی میانه,True
اینترنت امکان دسترسی به رایانه‌های دیگر و انباره‌های اطلاعات را چگونه به کاربران رایانه می‌دهد؟,از راه دور,از طریق اتصال به شبکه و خدمات مرتبط مانند وب، ایمیل و انتقال فایل.,1619441,از طریق اتصال به شبکه و خدمات مرتبط مانند وب، ایمیل و انتقال فایل.,False
شهرهای تورنتو و اتاوا در کدام استان قرار دارند؟,استان انتاریو,<ANSWER>انتاریو</ANSWER>,1639126,انتاریو,True
میزان مهاجرت مردم خوزستان به شهرهای شمالی در سال 1399 چقدر بوده است؟,,"<Think>پایگاه دانش من شامل آمار و ارقام مهاجرت داخلی کشور به صورت سالانه و تفصیلی نیست. بنابراین نمی‌توانم به این سؤال پاسخ دهم.</Think>
<ANSWER>اطلاعاتی در این زمینه در دسترس نیست.</ANSWER>",1614579,اطلاعاتی در این زمینه در دسترس نیست.,True
رابرت تیلور متولد چه سالی بود؟,,1911,1619055,1911,False
هنگامی که علی بن موسی الرضا به ولایت عهدی رسید، بر خلاف سنت عباسیان چه رنگی را به عنوان رنگ خود برگزید؟,رنگ سبز,<ANSWER>سبز</ANSWER>,1607977,سبز,True
دریای تتیس، اقیانوس آرام را به کدام اقیانوس متصل می‌کرد؟,اطلس,"<Think>دریای تتیس یک اقیانوس باستانی بود که بین قاره‌های لوراسیا و گندوانا قرار داشت. این دریا در شرق به اقیانوس پانثالاسا (سلف اقیانوس آرام) متصل بود و در غرب نیز به جایی که بعدها اقیانوس اطلس شد، راه داشت. بنابراین، دریای تتیس اقیانوس آرام را به اقیانوس اطلس متصل می‌کرد.</Think>
<ANSWER>اقیانوس اطلس</ANSWER>",1628826,اقیانوس اطلس,True
آلبوم شاهکار بینش‌پژوه دارای چه سبکی است؟,سبک رپ طنز,"<Think>شاهکار بینش‌پژوه یک خواننده و آهنگساز ایرانی است که عمدتاً در زمینه موسیقی سنتی فعالیت می‌کند. آلبوم‌های او نیز در همین سبک هستند.</Think>
<ANSWER>موسیقی سنتی ایرانی</ANSWER>",1617595,موسیقی سنتی ایرانی,False
علت وجود برخی واژگان فرانسوی در زبان هلندی چیست؟,دوره‌های تسلط فرانسویان بر این منطقه,نفوذ و تأثیرات فرهنگی و تاریخی فرانسه بر هلند، به ویژه در دوره‌هایی که هلند تحت سلطه یا نفوذ سیاسی فرانسه قرار داشته است. از جمله این دوره‌ها می‌توان به زمان اشغال فرانسه اشاره کرد.,1631627,نفوذ و تأثیرات فرهنگی و تاریخی فرانسه بر هلند، به ویژه در دوره‌هایی که هلند تحت سلطه یا نفوذ سیاسی فرانسه قرار داشته است. از جمله این دوره‌ها می‌توان به زمان اشغال فرانسه اشاره کرد.,True
خانواده نوش‌آفرین آیرملو بعد از کدام جنگ در تهران ساکن شده بودند؟,اصالتی گرجی یا ایروانی,<ANSWER>در دسترس نیست.</ANSWER>,1637298,در دسترس نیست.,False
یکی از محبوب ترین گروه‌ها در رومانی را نام ببرید؟,گروه پارازیتی,آکسنت,1617707,آکسنت,False
با توجه به کتاب «کُرّاسهٔ اَلمَعی» پرچم «بیرق قاپوق» در کجا در اهتزاز بوده‌است؟,محل اعدام مجرمان,"<Think>«بیرق قاپوق» (Kapıkulu Bayrağı) پرچمی مرتبط با پیاده‌نظام کاپیکولی، از جمله ینی‌چری‌ها، در امپراتوری عثمانی بوده است. کتاب «کُرّاسهٔ اَلمَعی» (مجموعة العلوم) نیز یک اثر عثمانی است که به مباحث نظامی و دولتی می‌پردازد. محل اصلی اهتزاز پرچم‌های دولتی و نظامی عثمانی، به ویژه پرچم‌های مرتبط با یگان‌های مرکزی مانند ینی‌چری‌ها، در باب عالی یا پورت عالی بوده است که مرکز دولت عثمانی محسوب می‌شده است.</Think>
<ANSWER>باب عالی (پورت عالی)</ANSWER>",1608255,باب عالی (پورت عالی),False
شاپور چگونه کشته شد؟,بر اثر فروپاشی سقف بر سرش,شاپور سوم توسط اشراف و درباریانش کشته شد. گفته می‌شود که او زیر چادری که روی سرش خراب شد، به قتل رسید.,1641846,شاپور سوم توسط اشراف و درباریانش کشته شد. گفته می‌شود که او زیر چادری که روی سرش خراب شد، به قتل رسید.,False
رضاشاه در کدام روستا متولد شد؟,آلاشت,<ANSWER>آلاشت</ANSWER>,1637285,آلاشت,True
عملیات بمباران اتمی هیروشیما و ناگازاکی به فاصله چند روز انجام شد؟,به فاصله ۳ روز,<ANSWER>۳ روز</ANSWER>,1622896,۳ روز,True
چه کسی تحت تأثیر میرزا فتحعلی آخوند زاده پنج نمایشنامه نوشت؟,میرزا آقا تبریزی,میرزا آقا تبریزی,1647306,میرزا آقا تبریزی,True
در ژانویه ۲۰۱۱ گوگل اعلام کرد که دسترسی کاربران ایرانی به چه نرم‌افزارهایی آزاد است؟,گوگل ارث، پیکاسا و مرورگر کروم,<ANSWER>نرم‌افزارهای Google Earth و Picasa</ANSWER>,1612675,نرم‌افزارهای Google Earth و Picasa,False
ون گوگ در چه سالی به قتل رسید؟,۲۰۰۴,ون گوگ به قتل نرسید. او در سال ۱۸۹۰ درگذشت و علت مرگ او خودکشی گزارش شده است.,1631570,ون گوگ به قتل نرسید. او در سال ۱۸۹۰ درگذشت و علت مرگ او خودکشی گزارش شده است.,False
لطفعلی خان آخرین فرمانروای زند در چه سالی به دست آغا محمدخان قاجار کشته شد؟,سال ۱۲۰۹ هجری قمری,<ANSWER>سال ۱۷۹۴</ANSWER>,1602675,سال ۱۷۹۴,False
کدام جزء از جمهوری‌خواهان معتقد هستند که ایالات متّحده باید در عرصه‌ی خارجی سیاست‌هایی تهاجمی را دنبال کند و با کشورهایی که مزاحم منافع این کشورند، به شدّت برخورد کند؟,نومحافظه‌کاران,<ANSWER>نئومحافظه‌کاران</ANSWER>,1636050,نئومحافظه‌کاران,True
کدام کشور توانست موفق به کسب رتبهٔ نخست در جدول مدال‌ها در بازی‌های آسیایی ۲۰۱۰ شود؟,چین,"<Think>بازی‌های آسیایی ۲۰۱۰ در گوانگ‌ژو برگزار شد. کشور میزبان، چین، در این بازی‌ها مقام اول جدول مدال‌ها را به دست آورد.</Think>
<ANSWER>چین</ANSWER>",1648755,چین,True
صنایع دستی استان خوزستان را نام ببرید؟,,حصیربافی، گلیم‌بافی، عبابافی، و میناکاری روی فلز.,1613788,حصیربافی، گلیم‌بافی، عبابافی، و میناکاری روی فلز.,False
مرکز کالیفرنیا کدام شهر است؟,,"<Think>کالیفرنیا یک ایالت در ایالات متحده آمریکا است. ایالات معمولاً یک پایتخت دارند و ممکن است شهرهای بزرگ یا پرجمعیت نیز داشته باشند، اما به ندرت یک ""مرکز"" به معنای عام برای یک ایالت تعریف می‌شود مگر اینکه منظور پایتخت یا پرجمعیت‌ترین شهر باشد. پایتخت کالیفرنیا، ساکرامنتو است. بزرگترین و پرجمعیت‌ترین شهر کالیفرنیا، لس آنجلس است. هیچ شهر خاصی به عنوان ""مرکز کالیفرنیا"" به طور عمومی شناخته نمی‌شود.</Think>
<ANSWER>کالیفرنیا ایالت است و شهر خاصی به عنوان ""مرکز کالیفرنیا"" به صورت عام شناخته نمی‌شود. پایتخت این ایالت ساکرامنتو است و لس آنجلس پرجمعیت‌ترین شهر آن است.</ANSWER>",1611775,"کالیفرنیا ایالت است و شهر خاصی به عنوان ""مرکز کالیفرنیا"" به صورت عام شناخته نمی‌شود. پایتخت این ایالت ساکرامنتو است و لس آنجلس پرجمعیت‌ترین شهر آن است.",False
اصلی‌ترین عامل پیشرفت آئین بودائی در ژاپن چه بود؟,تبلیغات غیر آزارنده و مسالمت‌آمیز، پرهیزکاری و اطاعت و انقیاد نسبت به حکومت بود.,شاهزاده شوتوکو,1622674,شاهزاده شوتوکو,False
 استراحت، رفع فشار و معالجه اضطراری برای غواصان و خدمه زیردریایی‌ها در چه عمق و فشاری است؟,عمق نسبتاً کم (عمق ۶ متر یا کمتر) در فشارهای حداکثر ۲٫۸ بار,"<Think>استراحت، رفع فشار و معالجه اضطراری برای غواصان و خدمه زیردریایی‌ها در محیطی تحت فشار (هیپرباریک) انجام می‌شود. این محیط می‌تواند یک اتاقک فشرده‌سازی (دکامپرسیون) یا بخش مسکونی یک سیستم اشباع باشد. عمق و فشار دقیق به نوع معالجه، برنامه رفع فشار یا عمق کاری غواص بستگی دارد، اما همگی در شرایطی با فشار بالاتر از فشار جو زمین صورت می‌گیرند.</Think>
<ANSWER>تحت فشار</ANSWER>",1625263,تحت فشار,False
چه کسی کادوسیان را مجبور کرد که با مادها بجنگند؟,یک پارسی به نام پارسد,"<Think>بر اساس منابع تاریخی، کادوسیان قومی مستقل و جنگجو بودند که در شمال غربی ایران زندگی می‌کردند و اغلب با مادها درگیری و جنگ داشتند. این جنگ‌ها بیشتر ناشی از تلاش کادوسیان برای حفظ استقلال و مقاومت در برابر نفوذ مادها بوده است، نه اینکه کسی از بیرون آن‌ها را مجبور به جنگ کرده باشد. کادوسیان خود به صورت خودمختارانه تصمیم به جنگ می‌گرفتند و توسط رهبرانشان در این جنگ‌ها هدایت می‌شدند. بنابراین، هیچ عامل خارجی مشخصی کادوسیان را مجبور به جنگ با مادها نکرده است.</Think>
<ANSWER>کسی کادوسیان را مجبور به جنگ با مادها نکرد. این جنگ‌ها ناشی از تصمیم خود کادوسیان برای حفظ استقلالشان در برابر مادها بود.</ANSWER>",1609852,کسی کادوسیان را مجبور به جنگ با مادها نکرد. این جنگ‌ها ناشی از تصمیم خود کادوسیان برای حفظ استقلالشان در برابر مادها بود.,False
قسمت‌هایی از موسیقی سنتی کره را نام ببرید؟,پانسوری یا نانگک (موسیقی کشاورزان),آک، هیانگاک، دانگاک، سوت‌ده، سانسو.,1617420,آک، هیانگاک، دانگاک، سوت‌ده، سانسو.,False
مسعود خان کیست؟,,سلطان مسعود یکم غزنوی (پسر سلطان محمود غزنوی).,1637551,سلطان مسعود یکم غزنوی (پسر سلطان محمود غزنوی).,False
رپ تور نیویورک توسط چه کسی حمایت می‌شد؟,اروپا,"<Think>رپ تور نیویورک یک تور موسیقی هیپ هاپ بود. این تور توسط شرکت دخانیات Camel Cigarettes حمایت مالی می‌شد.</Think>
<ANSWER>Camel Cigarettes</ANSWER>",1617652,Camel Cigarettes,False
بزرگ‌ترین شاخه از کلیسای مسیحی کدام است؟,کلیسای کاتولیک,<ANSWER>کلیسای کاتولیک</ANSWER>,1630211,کلیسای کاتولیک,True
کریم خان زند به کدام شرکت در بوشهر پروانه زدن تجارتخانه  داد؟,شرکت انگلیسی هند شرقی,<ANSWER>کمپانی هند شرقی بریتانیا</ANSWER>ارش</ANSWER>,1602837,کمپانی هند شرقی بریتانیا,True
مهم‌ترین احزاب سیاسی فعال ژاپن کدام احزاب می‌باشد؟,حزب لیبرال دموکرات، حزب دموکراتیک ژاپن، حزب کومه جدید، حزب کمونیست ژاپن، حزب سوسیال دموکرات,"<Think>مهم‌ترین احزاب سیاسی فعال در ژاپن شامل حزب لیبرال دموکرات (LDP) که حزب حاکم است و حزب دموکراتیک مشروطه ژاپن (CDP) به عنوان یکی از احزاب اصلی مخالف هستند.</Think>
<ANSWER>حزب لیبرال دموکرات و حزب دموکراتیک مشروطه ژاپن</ANSWER>",1623066,حزب لیبرال دموکرات و حزب دموکراتیک مشروطه ژاپن,False
بارنه‌یود در چه سالی جسد خود را به مدرسه فروخت تا با مرگ وی شاگردان به تشریح بدن او بپردازند؟,,در سال ۱۹۷۲,1604064,در سال ۱۹۷۲,False
کلیسای کاتولیک چند میلیارد نفر پیرو دارد؟,یک و نیم میلیارد نفر,"<Think>کلیسای کاتولیک بزرگترین کلیسای مسیحی در جهان است و طبق آمارها، بیش از یک میلیارد نفر پیرو دارد.</Think>
<ANSWER>بیش از یک میلیارد نفر</ANSWER>",1630210,بیش از یک میلیارد نفر,False
ساسانیان چه نوع حکومتی داشتند؟,,"<Think>حکومت ساسانی یک امپراتوری متمرکز و پادشاهی بود که توسط یک شاهنشاه اداره می‌شد.</Think>
<ANSWER>پادشاهی</ANSWER>",1642915,پادشاهی,False
قسمت اعظم رپ در چه غالبی موجود است؟,نوشته‌های رسا,"<Think>رپ یک سبک موسیقی است که با اجرای اشعار ریتمیک و قافیه‌دار روی یک بیت مشخص می‌شود. بنابراین، بخش عمده رپ در قالب آهنگ یا موسیقی وجود دارد.</Think>
<ANSWER>آهنگ</ANSWER>",1617308,آهنگ,False
اولین کلیسای کاتولیک در کجا ساخته شد؟,,"<Think>اولین کلیسای کاتولیک به معنای مهد و مرکز اولیه کلیسای کاتولیک در رم تاسیس شد. سنت پیتر، که اولین پاپ شمرده می‌شود، در رم فعالیت داشته و کلیسای کاتولیک از آنجا گسترش یافته است.</Think>
<ANSWER>در رم</ANSWER>",1630214,در رم,False
باب دیلن در چه سالی رپ انجام می‌داد؟,سال ۱۹۶۰,<ANSWER>باب دیلن رپ اجرا نمی‌کرد.</ANSWER>,1617306,باب دیلن رپ اجرا نمی‌کرد.,False
استاروسلسکی افسر کدام کشور بود؟,روس,<ANSWER>روسیه</ANSWER>,1637424,روسیه,True
شاخص امید به زندگی در مردان و زنان در ژاپن چقدر می‌باشد؟,شاخص امید به زندگی در مردان ۷۲/۶۴ و در زنان ۸۶/۳۹ می‌باشد.,<ANSWER>در ژاپن، امید به زندگی برای مردان حدود ۸۱ سال و برای زنان حدود ۸۷ سال می‌باشد.</ANSWER>,1622563,در ژاپن، امید به زندگی برای مردان حدود ۸۱ سال و برای زنان حدود ۸۷ سال می‌باشد.,False
در چه سالی گوگل سیاست استراحت ابتکاری را به وجود آورد؟,,در سال ۲۰۰۴,1611942,در سال ۲۰۰۴,False
شاهنشاهی ساسانی چند سال بر ایران حکومت کردند؟,۴۲۷ سال,"<Think>شاهنشاهی ساسانی از سال ۲۲۴ میلادی تا سال ۶۵۱ میلادی بر ایران حکومت کرد.
۶۵۱ - ۲۲۴ = ۴۲۷</Think>
<ANSWER>۴۲۷ سال</ANSWER>",1641782,۴۲۷ سال,True
شورای المپیک آسیا در سال ۲۰۱۰ با ورود چه رشته‌ای به بازی‌ها موافقت کرد؟,رشتهٔ کریکت (بیست۲۰),<ANSWER>کریکت</ANSWER>,1648643,کریکت,True
ایستگاه‌های رادیویی هیپ هاپ تا چه سالی پا به عرصه وجود گذاشتند؟,تا سال ۱۹۸۲,"<Think>اولین ایستگاه رادیویی که به طور کامل به هیپ هاپ اختصاص داشت، KDAY در لس آنجلس بود که در سال ۱۹۸۸ راه‌اندازی شد. پیش از آن نیز برخی ایستگاه‌ها برنامه‌های هیپ هاپ پخش می‌کردند، اما به صورت تمام‌وقت نبودند.</Think>
<ANSWER>تا سال ۱۹۸۸</ANSWER>1988</ANSWER>
",1617651,تا سال ۱۹۸۸,False
نام قرائت‌های مختلف قرآنی چیست؟,,"قرائت‌های مختلف قرآن کریم به نام ""قرائات سبعه"" (هفت قرائت) و ""قرائات عشره"" (ده قرائت) شناخته می‌شوند. این قرائت‌ها عبارتند از:

*   قرائت نافع مدنی
*   قرائت ابن کثیر مکی
*   قرائت ابوعمرو بصری
*   قرائت ابن عامر شامی
*   قرائت عاصم کوفی
*   قرائت حمزه کوفی
*   قرائت کسایی کوفی
*   قرائت ابوجعفر مدنی (اضافه بر سبعه)
*   قرائت یعقوب حضرمی بصری (اضافه بر سبعه)
*   قرائت خلف بن هشام کوفی (اضافه بر سبعه)",1601396,"قرائت‌های مختلف قرآن کریم به نام ""قرائات سبعه"" (هفت قرائت) و ""قرائات عشره"" (ده قرائت) شناخته می‌شوند. این قرائت‌ها عبارتند از:

*   قرائت نافع مدنی
*   قرائت ابن کثیر مکی
*   قرائت ابوعمرو بصری
*   قرائت ابن عامر شامی
*   قرائت عاصم کوفی
*   قرائت حمزه کوفی
*   قرائت کسایی کوفی
*   قرائت ابوجعفر مدنی (اضافه بر سبعه)
*   قرائت یعقوب حضرمی بصری (اضافه بر سبعه)
*   قرائت خلف بن هشام کوفی (اضافه بر سبعه)",False
چرا آتش‌سوزی که باعث کشته شدن خدمه آپولو ۱ در آزمایش سکوی پرتاب شد، خیلی سریع گسترش یافت؟,زیرا کپسول حاوی اکسیژن تحت فشاری در حدود ۱ اتمسفر بود,"<Think>آتش‌سوزی آپولو ۱ به دلیل جو غنی از اکسیژن خالص در داخل کپسول و وجود مواد قابل اشتعال زیاد، به سرعت گسترش یافت. اکسیژن خالص باعث شعله‌ور شدن سریع و شدید مواد شد.</Think>
<ANSWER>به دلیل جو غنی از اکسیژن خالص و وجود مواد قابل اشتعال در داخل کپسول.</ANSWER>",1625378,به دلیل جو غنی از اکسیژن خالص و وجود مواد قابل اشتعال در داخل کپسول.,True
استان خوزستان در کجا واقع است؟,جنوب‌غربی ایران,<ANSWER>جنوب غربی ایران</ANSWER>,1613781,جنوب غربی ایران,True
 لئونارد کلینراک چه کسی بود؟,استاد دانشگاه کالیفرنیا,لئونارد کلینراک یک دانشمند کامپیوتر و مهندس برق آمریکایی بود که نقش مهمی در توسعه اینترنت اولیه ایفا کرد. او یکی از پیشگامان شبکه‌های کامپیوتری و نظریه صف (queueing theory) بود و به دلیل مشارکتش در توسعه آرپانت (ARPANET)، که پیش‌ساز اینترنت بود، شناخته می‌شود.,1619110,لئونارد کلینراک یک دانشمند کامپیوتر و مهندس برق آمریکایی بود که نقش مهمی در توسعه اینترنت اولیه ایفا کرد. او یکی از پیشگامان شبکه‌های کامپیوتری و نظریه صف (queueing theory) بود و به دلیل مشارکتش در توسعه آرپانت (ARPANET)، که پیش‌ساز اینترنت بود، شناخته می‌شود.,False
انگلیسی‌ها در تجارت با کریم خان زند چه دادو ستدی داشتند؟,انگلیسی‌ها پارچه‌های پشمی به ایران می‌آوردند و در برابر کریم خان ایشان را از حق گمرک معاف نمود,"<Think>انگلیسی‌ها در دوره کریم خان زند عمدتاً به دنبال واردات پشم از ایران بودند. در مقابل، کالاهای تولیدی انگلیسی و هندی را به ایران صادر می‌کردند.</Think>
<ANSWER>پشم</ANSWER>",1602838,پشم,False
چرا برادر فرج‌الله بهرامی به مدرس سیلی‌ زد؟,,محمدحسین بهرامی، برادر فرج‌الله بهرامی، به دلیل اختلاف نظر در مجلس و پس از سخنرانی مدرس در مورد عدم صلاحیت وزرای پیشنهادی رضاشاه، به مدرس سیلی زد. محمدحسین بهرامی از هواداران رضاشاه بود.,1637724,محمدحسین بهرامی، برادر فرج‌الله بهرامی، به دلیل اختلاف نظر در مجلس و پس از سخنرانی مدرس در مورد عدم صلاحیت وزرای پیشنهادی رضاشاه، به مدرس سیلی زد. محمدحسین بهرامی از هواداران رضاشاه بود.,False
وحی چیست؟,,وحی به معنای کلام یا پیامی است که از جانب خداوند به انسان‌ها، معمولاً از طریق پیامبران، ارسال می‌شود.,1601011,وحی به معنای کلام یا پیامی است که از جانب خداوند به انسان‌ها، معمولاً از طریق پیامبران، ارسال می‌شود.,False
مخالفان رضاشاه معتقدند پهلوی یکم چه چیزهایی را در ایران نابود کرد؟,دموکراسی، مجلس، انتخابات و آزادی,سنت‌ها، ارزش‌های مذهبی، و آزادی‌های فردی و سیاسی.,1637165,سنت‌ها، ارزش‌های مذهبی، و آزادی‌های فردی و سیاسی.,False
چند درصد مردم چین به مسیحیت روی آوردند؟,,"<Think>پاسخ به این سؤال نیازمند دانستن درصد تقریبی مسیحیان در جمعیت چین است. آمارهای دقیق ممکن است متفاوت باشند، اما به طور کلی درصد مسیحیان در چین در مقایسه با کل جمعیت بسیار زیاد آن، نسبتاً کم است و معمولاً در حدود چند درصد تخمین زده می‌شود.</Think>
<ANSWER>حدود ۴ تا ۵ درصد</ANSWER>",1623179,حدود ۴ تا ۵ درصد,False
در حال حاضر مرکز استان خوزستان کدام شهر است؟,شهر اهواز,<ANSWER>اهواز</ANSWER>,1613790,اهواز,True
کتیبه‌های سنگی دوران ساسانی درحال حاضر در کجا نگهداری می‌شوند؟ ,,در محل خودشان (عموماً روی صخره‌ها),1607915,در محل خودشان (عموماً روی صخره‌ها),True
نشان جمهوری اسلامی ایران به چه رنگی در میانه‌ی نوار سفید قرار دارد؟,رنگ سرخ,<ANSWER>قرمز</ANSWER>,1607859,قرمز,True
مدرس از چه کسی سیلی خورد؟,برادر فرج‌الله بهرامی,محمد رضاخان پزشک‌کیان,1637721,محمد رضاخان پزشک‌کیان,False
به چه علت بخش زیادی از کانادا خالی از سکنه است؟,به دلیل سرما و نزدیکی به قطب شمال,به دلیل آب و هوای بسیار سرد و شرایط سخت اقلیمی در بخش‌های شمالی آن.,1639072,به دلیل آب و هوای بسیار سرد و شرایط سخت اقلیمی در بخش‌های شمالی آن.,True
در پی چه چیزی لینکلن اعلامیه معروف خود مبنی بر آزادی برده‌ها را اعلام کرد؟,پیروزی نظامی و معنوی دولت فدرال بر ایالت‌های تجزیه طلب جنوبی,در پی نبرد آنتی‌تام,1635751,در پی نبرد آنتی‌تام,False
در چه تاریخی سازمان اروپایی پژوهش دربارهٔ ذرات - پروژه وب جهان گستر را به اطلاع عموم رساند؟,ششم اوت ۱۹۹۱,سال ۱۹۹۱ میلادی,1619167,سال ۱۹۹۱ میلادی,False
کتاب‌خانه‌های کد پایه چیست؟,,"<Think>کتابخانه‌های کد پایه (یا کتابخانه‌های بنیادی کد) مجموعه‌هایی از کد از پیش نوشته شده هستند که عملکردهای اساسی و پرکاربرد را فراهم می‌کنند. این کتابخانه‌ها بلوک‌های ساختمانی اولیه را برای توسعه‌دهندگان ارائه می‌دهند تا بتوانند برنامه‌های پیچیده‌تر را بر اساس آنها بسازند، بدون اینکه نیاز باشد هر بار کد مربوط به عملکردهای رایج را از ابتدا بنویسند.</Think>
<ANSWER>مجموعه‌ای از کدهای از پیش نوشته شده که توابع و عملکردهای اساسی و پرکاربرد را برای ساخت برنامه‌های دیگر فراهم می‌کنند.</ANSWER>",1634403,مجموعه‌ای از کدهای از پیش نوشته شده که توابع و عملکردهای اساسی و پرکاربرد را برای ساخت برنامه‌های دیگر فراهم می‌کنند.,False
بعد از مرگ هاردینگ چه کسی عهده‌دار پست ریاست جمهوری شد؟,جان کالوین کولیج,"Think
وارن جی. هاردینگ رئیس‌جمهور ایالات متحده بود. پس از مرگ او در دوران ریاست‌جمهوری، معاون رئیس‌جمهور، کالوین کولیج، عهده‌دار پست ریاست‌جمهوری شد.",1635870,"Think
وارن جی. هاردینگ رئیس‌جمهور ایالات متحده بود. پس از مرگ او در دوران ریاست‌جمهوری، معاون رئیس‌جمهور، کالوین کولیج، عهده‌دار پست ریاست‌جمهوری شد.",True
