question,answer,model_answer,clean_model_answer,is_correct
حرکات منظم دست‌ها و پاها و به‌طور کلی بدن که امکان پیشروی موجودات زنده در آب را ممکن می‌سازد؛ چه می نامند؟,شناکردن,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
ارسطو راجع به کمدی چه می گوید؟,ارسطو می‌گوید کمدی از نمایش بدیهه سازی‌های سرخوانِ آوازه‌های آئینی فالیک بیرون آمده‌است,متن ارائه شده هیچ اشاره ای به ارسطو و نظرات او درباره کمدی ندارد.,متن ارائه شده هیچ اشاره ای به ارسطو و نظرات او درباره کمدی ندارد.,False
اینترنت از چه شبکه‌هایی تشکیل شده؟,از میلیون‌ها شبکه خصوصی، عمومی، دانشگاهی، تجاری و دولتی در اندازه‌های محلی و کوچک تا جهانی و بسیار بزرگ تشکیل شده‌است,شبکه‌های خصوصی، عمومی، دانشگاهی، تجاری و دولتی,شبکه‌های خصوصی، عمومی، دانشگاهی، تجاری و دولتی,False
روم کنترل کدام مناطق را به دست می گرفت؟,پنج ساتراپی بین دجله و ارمنستان,ارمنستان و شمال میان‌رودان,ارمنستان و شمال میان‌رودان,False
مرکز زمین در کجای مسیر ماهواره‌ها قرار دارد؟,مرکز این مسیر یا در نقطۀ کانونی آن,در مدار هم‌زمان با زمین,در مدار هم‌زمان با زمین,False
وارن گامالیل هاردینگ در انتخابات ریاست جمهوری سال ۱۹۲۰ آمریکا نامزد کدام حزب بود؟,جمهوری‌خواهان,جمهوری‌خواهان,جمهوری‌خواهان,True
وب جهان گستر چیست؟,مجموعه‌ای جهانی از اسناد و تصاویر و سایر منابعی است که به وسیله ابرپیوندها با یکدیگر ارتباط منطقی دارند,متن موجود در زمینه وب جهان گستر وجود ندارد.,متن موجود در زمینه وب جهان گستر وجود ندارد.,False
لاووازیه نام هوای حیاتی را در ۱۷۷۷ به چه نامی تغییر داد؟,اکسیژن,اکسیژن,اکسیژن,True
سالن ورودی گوگل پلکس مزین به چه چیزهایی است؟,یک پیانو، تعدادی سرور قدیمی، و جستارهای تحقیقاتی یک پروژه بر روی دیوار,فوتبال دستی، هاکی، میز تنیس و بازی‌های ویدئویی,فوتبال دستی، هاکی، میز تنیس و بازی‌های ویدئویی,False
مراسم افتتاحیه بازی‌های آسیایی ۲۰۱۰ در چه تاریخی برگزار شد؟,۱۲ نوامبر,۱۹ سپتامبر ۲۰۱۰,۱۹ سپتامبر ۲۰۱۰,False
بخش موازی در استان گیلان از ادغام چند بخش تشکیل شده بود؟,چهار بخش,چهار بخش رشت، کهدم، کوچصفهان و خشکبیجار,چهار بخش رشت، کهدم، کوچصفهان و خشکبیجار,True
زبان رایج ساسانیان چه بود؟,,فارسی,فارسی,False
اینترنت امکان دسترسی به رایانه‌های دیگر و انباره‌های اطلاعات را چگونه به کاربران رایانه می‌دهد؟,از راه دور,از طریق پروتکل اینترنت (TCP/IP) و شبکه‌های متصل به هم.,از طریق پروتکل اینترنت (TCP/IP) و شبکه‌های متصل به هم.,False
شهرهای تورنتو و اتاوا در کدام استان قرار دارند؟,استان انتاریو,استان انتاریو,استان انتاریو,True
میزان مهاجرت مردم خوزستان به شهرهای شمالی در سال 1399 چقدر بوده است؟,,معلوماتی در مورد میزان مهاجرت مردم خوزستان به شهرهای شمالی در سال 1399 در متن موجود نیست.,معلوماتی در مورد میزان مهاجرت مردم خوزستان به شهرهای شمالی در سال 1399 در متن موجود نیست.,False
رابرت تیلور متولد چه سالی بود؟,,متن موجود اطلاعاتی درباره تاریخ تولد رابرت تیلور ارائه نمی‌دهد.,متن موجود اطلاعاتی درباره تاریخ تولد رابرت تیلور ارائه نمی‌دهد.,True
هنگامی که علی بن موسی الرضا به ولایت عهدی رسید، بر خلاف سنت عباسیان چه رنگی را به عنوان رنگ خود برگزید؟,رنگ سبز,سبز,سبز,True
دریای تتیس، اقیانوس آرام را به کدام اقیانوس متصل می‌کرد؟,اطلس,اقیانوس اطلس,اقیانوس اطلس,True
آلبوم شاهکار بینش‌پژوه دارای چه سبکی است؟,سبک رپ طنز,سبک راک,سبک راک,False
علت وجود برخی واژگان فرانسوی در زبان هلندی چیست؟,دوره‌های تسلط فرانسویان بر این منطقه,به دلیل استعمار فرانسه و تأثیرات فرهنگی آن بر هلند.,به دلیل استعمار فرانسه و تأثیرات فرهنگی آن بر هلند.,True
خانواده نوش‌آفرین آیرملو بعد از کدام جنگ در تهران ساکن شده بودند؟,اصالتی گرجی یا ایروانی,جنگ جهانی اول,جنگ جهانی اول,False
یکی از محبوب ترین گروه‌ها در رومانی را نام ببرید؟,گروه پارازیتی,گروه پارازیتی,گروه پارازیتی,True
با توجه به کتاب «کُرّاسهٔ اَلمَعی» پرچم «بیرق قاپوق» در کجا در اهتزاز بوده‌است؟,محل اعدام مجرمان,در مصر,در مصر,False
شاپور چگونه کشته شد؟,بر اثر فروپاشی سقف بر سرش,بر اثر فروپاشی سقف بر سرش کشته شد.,بر اثر فروپاشی سقف بر سرش کشته شد.,True
رضاشاه در کدام روستا متولد شد؟,آلاشت,اطلاعاتی در مورد محل تولد رضاشاه در متن موجود نیست.,اطلاعاتی در مورد محل تولد رضاشاه در متن موجود نیست.,False
عملیات بمباران اتمی هیروشیما و ناگازاکی به فاصله چند روز انجام شد؟,به فاصله ۳ روز,3 روز,3 روز,True
چه کسی تحت تأثیر میرزا فتحعلی آخوند زاده پنج نمایشنامه نوشت؟,میرزا آقا تبریزی,محمدتقی بهار,محمدتقی بهار,False
در ژانویه ۲۰۱۱ گوگل اعلام کرد که دسترسی کاربران ایرانی به چه نرم‌افزارهایی آزاد است؟,گوگل ارث، پیکاسا و مرورگر کروم,گوگل ارث، پیکاسا، مرورگر کروم,گوگل ارث، پیکاسا، مرورگر کروم,True
ون گوگ در چه سالی به قتل رسید؟,۲۰۰۴,۱۸۹۰,۱۸۹۰,False
لطفعلی خان آخرین فرمانروای زند در چه سالی به دست آغا محمدخان قاجار کشته شد؟,سال ۱۲۰۹ هجری قمری,1794,1794,True
کدام جزء از جمهوری‌خواهان معتقد هستند که ایالات متّحده باید در عرصه‌ی خارجی سیاست‌هایی تهاجمی را دنبال کند و با کشورهایی که مزاحم منافع این کشورند، به شدّت برخورد کند؟,نومحافظه‌کاران,نومحافظه‌کاران,نومحافظه‌کاران,True
کدام کشور توانست موفق به کسب رتبهٔ نخست در جدول مدال‌ها در بازی‌های آسیایی ۲۰۱۰ شود؟,چین,ایران,ایران,False
صنایع دستی استان خوزستان را نام ببرید؟,,متن ارائه شده اطلاعاتی درباره صنایع دستی استان خوزستان ندارد.,متن ارائه شده اطلاعاتی درباره صنایع دستی استان خوزستان ندارد.,True
مرکز کالیفرنیا کدام شهر است؟,,سان رامون,سان رامون,False
اصلی‌ترین عامل پیشرفت آئین بودائی در ژاپن چه بود؟,تبلیغات غیر آزارنده و مسالمت‌آمیز، پرهیزکاری و اطاعت و انقیاد نسبت به حکومت بود.,تبلیغات غیر آزارنده و مسالمت‌آمیز، پرهیزکاری و اطاعت و انقیاد نسبت به حکومت,تبلیغات غیر آزارنده و مسالمت‌آمیز، پرهیزکاری و اطاعت و انقیاد نسبت به حکومت,True
 استراحت، رفع فشار و معالجه اضطراری برای غواصان و خدمه زیردریایی‌ها در چه عمق و فشاری است؟,عمق نسبتاً کم (عمق ۶ متر یا کمتر) در فشارهای حداکثر ۲٫۸ بار,عمق ۶ متر یا کمتر و فشار حداکثر ۲٫۸ بار,عمق ۶ متر یا کمتر و فشار حداکثر ۲٫۸ بار,True
چه کسی کادوسیان را مجبور کرد که با مادها بجنگند؟,یک پارسی به نام پارسد,متن موجود به این سوال پاسخ نمی‌دهد.,متن موجود به این سوال پاسخ نمی‌دهد.,False
قسمت‌هایی از موسیقی سنتی کره را نام ببرید؟,پانسوری یا نانگک (موسیقی کشاورزان),,,False
مسعود خان کیست؟,,شاهزاده مسعود میرزا ظل‌السلطان ملقب به ظل السلطان,شاهزاده مسعود میرزا ظل‌السلطان ملقب به ظل السلطان,False
رپ تور نیویورک توسط چه کسی حمایت می‌شد؟,اروپا,اروپا ۱,اروپا ۱,True
بزرگ‌ترین شاخه از کلیسای مسیحی کدام است؟,کلیسای کاتولیک,کلیسای کاتولیک,کلیسای کاتولیک,True
کریم خان زند به کدام شرکت در بوشهر پروانه زدن تجارتخانه  داد؟,شرکت انگلیسی هند شرقی,پروانه زدن تجارتخانه به شرکت انگلیسی هند شرقی,پروانه زدن تجارتخانه به شرکت انگلیسی هند شرقی,True
مهم‌ترین احزاب سیاسی فعال ژاپن کدام احزاب می‌باشد؟,حزب لیبرال دموکرات، حزب دموکراتیک ژاپن، حزب کومه جدید، حزب کمونیست ژاپن، حزب سوسیال دموکرات,حزب لیبرال دموکرات، حزب دموکراتیک ژاپن، حزب کومه جدید، حزب کمونیست ژاپن، حزب سوسیال دموکرات,حزب لیبرال دموکرات، حزب دموکراتیک ژاپن، حزب کومه جدید، حزب کمونیست ژاپن، حزب سوسیال دموکرات,True
بارنه‌یود در چه سالی جسد خود را به مدرسه فروخت تا با مرگ وی شاگردان به تشریح بدن او بپردازند؟,,۱۸۲۲,۱۸۲۲,False
کلیسای کاتولیک چند میلیارد نفر پیرو دارد؟,یک و نیم میلیارد نفر,بیش از یک و نیم میلیارد نفر,بیش از یک و نیم میلیارد نفر,False
ساسانیان چه نوع حکومتی داشتند؟,,شاهنشاهی,شاهنشاهی,False
قسمت اعظم رپ در چه غالبی موجود است؟,نوشته‌های رسا,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
اولین کلیسای کاتولیک در کجا ساخته شد؟,,در رم، ایتالیا,در رم، ایتالیا,False
باب دیلن در چه سالی رپ انجام می‌داد؟,سال ۱۹۶۰,متن موجود اطلاعاتی درباره باب دیلن و رپ ارائه نمی‌دهد.,متن موجود اطلاعاتی درباره باب دیلن و رپ ارائه نمی‌دهد.,False
استاروسلسکی افسر کدام کشور بود؟,روس,روم,روم,False
شاخص امید به زندگی در مردان و زنان در ژاپن چقدر می‌باشد؟,شاخص امید به زندگی در مردان ۷۲/۶۴ و در زنان ۸۶/۳۹ می‌باشد.,اطلاعاتی در مورد شاخص امید به زندگی در مردان و زنان در ژاپن در متن موجود نیست.,اطلاعاتی در مورد شاخص امید به زندگی در مردان و زنان در ژاپن در متن موجود نیست.,False
در چه سالی گوگل سیاست استراحت ابتکاری را به وجود آورد؟,,۲۰۱۱,۲۰۱۱,False
شاهنشاهی ساسانی چند سال بر ایران حکومت کردند؟,۴۲۷ سال,427 سال,427 سال,True
شورای المپیک آسیا در سال ۲۰۱۰ با ورود چه رشته‌ای به بازی‌ها موافقت کرد؟,رشتهٔ کریکت (بیست۲۰),کریکت (بیست۲۰),کریکت (بیست۲۰),True
ایستگاه‌های رادیویی هیپ هاپ تا چه سالی پا به عرصه وجود گذاشتند؟,تا سال ۱۹۸۲,۱۹۸۲,۱۹۸۲,True
نام قرائت‌های مختلف قرآنی چیست؟,,نام قرأت‌های مختلف قرآنی در متن موجود ذکر نشده است.,نام قرأت‌های مختلف قرآنی در متن موجود ذکر نشده است.,False
چرا آتش‌سوزی که باعث کشته شدن خدمه آپولو ۱ در آزمایش سکوی پرتاب شد، خیلی سریع گسترش یافت؟,زیرا کپسول حاوی اکسیژن تحت فشاری در حدود ۱ اتمسفر بود,زیرا کپسول حاوی اکسیژن تحت فشاری در حدود ۱ اتمسفر بود.,زیرا کپسول حاوی اکسیژن تحت فشاری در حدود ۱ اتمسفر بود.,True
استان خوزستان در کجا واقع است؟,جنوب‌غربی ایران,ایران,ایران,False
 لئونارد کلینراک چه کسی بود؟,استاد دانشگاه کالیفرنیا,متن موجود اطلاعاتی درباره لیٔونارد کلینراک ارائه نمی‌دهد.,متن موجود اطلاعاتی درباره لیٔونارد کلینراک ارائه نمی‌دهد.,False
انگلیسی‌ها در تجارت با کریم خان زند چه دادو ستدی داشتند؟,انگلیسی‌ها پارچه‌های پشمی به ایران می‌آوردند و در برابر کریم خان ایشان را از حق گمرک معاف نمود,متن ارائه شده اطلاعاتی دربارهٔ دادو ستد انگلیسی‌ها با کریم خان زند ندارد.,متن ارائه شده اطلاعاتی دربارهٔ دادو ستد انگلیسی‌ها با کریم خان زند ندارد.,False
چرا برادر فرج‌الله بهرامی به مدرس سیلی‌ زد؟,,متن ارائه شده اطلاعاتی درباره برادر فرج‌الله بهرامی و سیلی زدن به مدرس ندارد.,متن ارائه شده اطلاعاتی درباره برادر فرج‌الله بهرامی و سیلی زدن به مدرس ندارد.,True
وحی چیست؟,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
مخالفان رضاشاه معتقدند پهلوی یکم چه چیزهایی را در ایران نابود کرد؟,دموکراسی، مجلس، انتخابات و آزادی,"عقاید ""الحادی"" و ""مادی‌گرایانه""","عقاید ""الحادی"" و ""مادی‌گرایانه""",False
چند درصد مردم چین به مسیحیت روی آوردند؟,,متن موجود اطلاعاتی درباره درصد مردم چین که به مسیحیت روی آورده‌اند ارائه نمی‌دهد.,متن موجود اطلاعاتی درباره درصد مردم چین که به مسیحیت روی آورده‌اند ارائه نمی‌دهد.,False
در حال حاضر مرکز استان خوزستان کدام شهر است؟,شهر اهواز,اهواز,اهواز,True
کتیبه‌های سنگی دوران ساسانی درحال حاضر در کجا نگهداری می‌شوند؟ ,,در اطراف دریاچه آرال,در اطراف دریاچه آرال,False
نشان جمهوری اسلامی ایران به چه رنگی در میانه‌ی نوار سفید قرار دارد؟,رنگ سرخ,سرخ,سرخ,True
مدرس از چه کسی سیلی خورد؟,برادر فرج‌الله بهرامی,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
به چه علت بخش زیادی از کانادا خالی از سکنه است؟,به دلیل سرما و نزدیکی به قطب شمال,به دلیل سرما و نزدیکی به قطب شمال,به دلیل سرما و نزدیکی به قطب شمال,True
در پی چه چیزی لینکلن اعلامیه معروف خود مبنی بر آزادی برده‌ها را اعلام کرد؟,پیروزی نظامی و معنوی دولت فدرال بر ایالت‌های تجزیه طلب جنوبی,پیروزی نظامی و معنوی دولت فدرال بر ایالت‌های تجزیه طلب جنوبی,پیروزی نظامی و معنوی دولت فدرال بر ایالت‌های تجزیه طلب جنوبی,True
در چه تاریخی سازمان اروپایی پژوهش دربارهٔ ذرات - پروژه وب جهان گستر را به اطلاع عموم رساند؟,ششم اوت ۱۹۹۱,تاریخ مشخصی در متن برای این سوال وجود ندارد.,تاریخ مشخصی در متن برای این سوال وجود ندارد.,False
کتاب‌خانه‌های کد پایه چیست؟,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
بعد از مرگ هاردینگ چه کسی عهده‌دار پست ریاست جمهوری شد؟,جان کالوین کولیج,این اطلاعات در متن موجود نیست.,این اطلاعات در متن موجود نیست.,False
وضعیت تئاتر در سده ی هجدهم اروپا به چه شکل بود؟,,متن ارائه شده اطلاعاتی درباره وضعیت تئاتر در سده هجدهم اروپا ندارد.,متن ارائه شده اطلاعاتی درباره وضعیت تئاتر در سده هجدهم اروپا ندارد.,True
احتراق مجاورت، ایجاد شده در طول جنگ جهانی دوم، متکی به چیست؟,رادار داپلر,متکی به تنفس یاخته‌ای، پوسیدگی و احتراق است.,متکی به تنفس یاخته‌ای، پوسیدگی و احتراق است.,False
مهم ترین ایالت-شهرهای یونان باستان را نام ببرید.,آتیکا (آتن)، اسپارت، کورِنت، تِب، مگارو آرگوس,آتیکا (آتن)، اسپارت، کورِنت، تِب، مگارو، آرگوس,آتیکا (آتن)، اسپارت، کورِنت، تِب، مگارو، آرگوس,True
جین آئو- یونگ در چه سالی توانست هفت هفته متوالی جایزه فری استایل فرایدی را در بت ۱۰۶ و پارک که برنامه‌ای مختص هیپ هاپ بود، از آن خود کند؟,سال ۲۰۰۲,2003,2003,False
فرهنگ مینوسی در چه بازه ی تاریخی شکفته بود؟,از سال ۲۵۰۰ تا ۱۴۰۰ پیش از میلاد,از سدهٔ هشتم تا ششم پیش از میلاد,از سدهٔ هشتم تا ششم پیش از میلاد,False
سردار رومی چه چیز هایی را پس گرفت؟,سرزمین‌های از دست رفته,اهالی رومی میان‌رودان و ارمنستان,اهالی رومی میان‌رودان و ارمنستان,False
اروندرود در کجا قرار دارد؟,,در گیلان,در گیلان,False
چند درصد از مردم خوزستان در سال 1395، در سکونتگاه‌های روستایی زندگی می‌کردند؟,۲۴/۵ درصد,اطلاعاتی در مورد درصد مردم خوزستان در سکونتگاه‌های روستایی در سال 1395 در متن موجود نیست.,اطلاعاتی در مورد درصد مردم خوزستان در سکونتگاه‌های روستایی در سال 1395 در متن موجود نیست.,False
یک مثال متداول برای اثر داپلر بزنید.,شنیدن صدای ماشینی است که از دور با آژیر نزدیک می‌شود و عبور می‌کند و سپس دور می‌شود,شنیدن صدای ماشینی که به سمت فرد نزدیک می‌شود و سپس دور می‌شود.,شنیدن صدای ماشینی که به سمت فرد نزدیک می‌شود و سپس دور می‌شود.,False
نقاشی رژهٔ ارتش بریتانیا در برابر ملکه ویکتوریا و ناصرالدین شاه قاجار متعلق به چه سالی است؟,۱۸۷۳ م (۱۲۹۰ ه‍.ق),1873,1873,True
در دوره‌ی رئیس‌الوزرایی رضاخان، چه گروهی بیشترین نقش را در تبلیغات گسترده برای برپایی جمهوری داشت؟,ارتش,گروه ملیون,گروه ملیون,False
درچه سالی اردشیر با خاموش کردن شورش هایی از طرف دیگر برادرهایش که اعدام شدند،خود را حکمران پارس خواند؟,۲۰۸,۲۰۸,۲۰۸,True
هندوستان به استعمارچه کسانی درآمده بود؟,انگلیسی‌ها,هندوستان به استعمار بریتانیا در آمده بود.,هندوستان به استعمار بریتانیا در آمده بود.,True
فشار کپسولی که باعث کشته شدن کشته شدن خدمه آپولو ۱ در آزمایش سکوی پرتاب شد باید چقدر ‌می‌بود؟,باید فشار آن حدود ۱⁄۳ فشار محیط باشد,حدود ۱⁄۳ فشار محیط,حدود ۱⁄۳ فشار محیط,True
اکسیژن قبل از سال ۱۶۰۴ توسط چه کسی جداسازی شد؟,مایکل سندی‌ووجیس,اکسیژن قبل از سال ۱۶۰۴ توسط هیچ کس جداسازی نشده است.,اکسیژن قبل از سال ۱۶۰۴ توسط هیچ کس جداسازی نشده است.,False
در اواخر دوره قاجار ایران به چند بخش تقسیم شده بود؟ ,نوزده بخش,چند بخش مشخص نشده است.,چند بخش مشخص نشده است.,False
به چه دلیل کمیتهٔ المپیک کویت در ژانویه ۲۰۱۰ به حالت تعلیق درآمد؟,به دلیل دخالت‌های سیاسی دولت این کشور,به دلیل دخالت دولت در امور ورزشی,به دلیل دخالت دولت در امور ورزشی,True
کلیسای کاتولیک رومی از بزرگ‌ترین کلیساهای کدام دین در جهان است؟,مسیحیت,مسیحیت,مسیحیت,True
جمعیت تخمینی عرب‌های استان خوزستان بر‌پایه آمار ذکر شده در سال 1378 چند نفر بوده‌است؟,بین یک میلیون و هشتصد هزار تا دو میلیون نفر,حدود 2 میلیون نفر,حدود 2 میلیون نفر,False
حجم دریای خزر چند کیلومتر مکعب است؟,۷۷۰۰۰۰,770000 کیلومتر مکعب,770000 کیلومتر مکعب,True
رضاشاه پس از رسیدن به پادشاهی و گزیدن نام خانوادگی پهلوی به چه اسمی شناخته شد؟,رضاشاه پهلوی,رضا پهلوی,رضا پهلوی,False
در کدام کشور کمیسر اطلاعات، پس از اطمینان از اینکه گوگل در دریافت اشتباه اطلاعات، اطلاعات «مهمی» را دریافت نکرده‌است گوگل را تبرئه کرد؟,بریتانیا,ایران,ایران,False
اصالت نوش‌آفرین آیرملو چیست؟,گرجی یا ایروانی,اطلاعاتی در مورد اصالت نوش‌آفرین آیرملو در متن موجود نیست.,اطلاعاتی در مورد اصالت نوش‌آفرین آیرملو در متن موجود نیست.,False
ملیون که بود؟,,طرفدار آلمان در جنگ جهانی اول,طرفدار آلمان در جنگ جهانی اول,False
سامانه‌های خودگردان اینترنت با چه چیزی به هم متصل شده‌اند؟,روتر,روتر,روتر,True
آشناترین ترکیب اکسیژن چیست؟,آب,اکسیژن (O₂),اکسیژن (O₂),False
اولین آهنگ رپ فارسی با گرایشی عامه‌پسند توسط چه کسی تولید شد؟,حسن شماعی‌زاده,سروش هیچکس,سروش هیچکس,False
کشور مکزیک در کدام قاره واقع شده‌است؟,,آمریکا,آمریکا,False
پایتخت کانادا کجا می باشد؟,اُتاوا,اوتاوا,اوتاوا,True
شنای تروجن در چه سالی ابداع شد؟,سال ۱۸۷۸,اطلاعاتی در مورد سال ابداع شنای تروجن در متن موجود نیست.,اطلاعاتی در مورد سال ابداع شنای تروجن در متن موجود نیست.,False
سیستم عامل آی‌اواس چند نسخه دارد؟,,متن ارائه شده به تعداد نسخه‌های سیستم عامل آی‌اواس اشاره‌ای نکرده است.,متن ارائه شده به تعداد نسخه‌های سیستم عامل آی‌اواس اشاره‌ای نکرده است.,False
امپراتور در ژاپن بر اساس کدام معیار انتخاب می‌شود؟,,امپراتور نماد کشور و وحدت ملی است و در رابطه با امور حکومتی قدرتی ندارد.,امپراتور نماد کشور و وحدت ملی است و در رابطه با امور حکومتی قدرتی ندارد.,False
امیر کبیر در کجا به قتل رسید؟,,در کاخ فین در کاشان,در کاخ فین در کاشان,False
بخش عمده در‌آمدهای اقتصادی ژاپن مربوط به چیست؟,صادرات,تولید ناخالص داخلی,تولید ناخالص داخلی,False
درجه یاور معادل چیست؟,ستوان,یار,یار,False
شعار غیررسمی شرکت گوگل چه بود؟,شرور نباشید,Don't be evil,Don't be evil,True
داستان موسیقی هیپ هاپ، عموماً درمورد چیست؟,اغلب مربوط به یک همتای خیالی,داستان‌های شبه خود زندگی‌نامه خوانندگان رپ,داستان‌های شبه خود زندگی‌نامه خوانندگان رپ,False
نتیجه آزمایش‌های مایکل سندی‌ووجیس درمورد ماده موجود در هوا چه بود؟,تشخیص داد که این ماده معادل محصول جانبی گازی است که با تجزیه حرارتی پتاسیم نیترات آزاد می‌شود,نتیجه آزمایش‌های مایکل سندی‌ووجیس درمورد ماده موجود در هوا در متن ارائه نشده است.,نتیجه آزمایش‌های مایکل سندی‌ووجیس درمورد ماده موجود در هوا در متن ارائه نشده است.,False
در پایان دوره ریاست جمهوری لیندون بنیز جانسون چه چیزهایی باعث شد تا جمهوری‌خواهان مجدداً به حکومت دعوت شوند؟,ناکامی در جنگ ویتنام و رشد روحیه محافظه کاری در میان مردم,ناکامی در جنگ ویتنام و رشد روحیه محافظه کاری در میان مردم,ناکامی در جنگ ویتنام و رشد روحیه محافظه کاری در میان مردم,True
اندرو جانسون بعد از قتل لینکلن چه چیزی را در دستور کار خویش قرار داد؟,بازسازی اقتصادی جنوب و مبارزه با آخرین بقایای برده داری,بازسازی اقتصادی جنوب و مبارزه با آخرین بقایای برده داری,بازسازی اقتصادی جنوب و مبارزه با آخرین بقایای برده داری,True
چند تیم اروپایی در نخستین دوره رقابت‌های جام جهانی فوتبال حاضر بودند؟,۴ تیم,4 تیم,4 تیم,True
 اولین زن نمایشگر ایرانی متعلق به کدام سلسله می باشد؟,ساسانیان,سلسله قاجار,سلسله قاجار,False
اولین لشکرکشی شاپور دوم به کدام منطقه بود؟,روم در غرب,نمی‌توان از متن استخراج کرد.,نمی‌توان از متن استخراج کرد.,False
اقتصاد ژاپن در کدام دهه پیشرفت کرد؟,دهه ۱۹۶۰م,دهه پنجاه میلادی و اوایل دهه شصت,دهه پنجاه میلادی و اوایل دهه شصت,False
صدای و سیمای مرکز گیلان فعالیت خود را با چه دستگاهی آغاز کرد؟,فرستنده رادیویی ۷۵ واتی که آنتن آن در اداره پست و تلگراف گیلان نصب شده بود,یک دستگاه فرستنده رادیویی ۷۵ واتی,یک دستگاه فرستنده رادیویی ۷۵ واتی,False
متن بیانیه سید ضیاء بعد از کودتا اسفند 1299 چیست؟,,متن بیانیه سید ضیاء در اسفند 1299 در متن ارائه شده وجود ندارد.,متن بیانیه سید ضیاء در اسفند 1299 در متن ارائه شده وجود ندارد.,True
ژاپن در مقام مقایسه با کشور‌های دیگر در کدام مرتبه قرار می‌گیرد؟,در مقام مقایسه به‌طور تقریبی کشور ژاپن یک بیستم آمریکا، یک نهم هندوستان، یک و نیم برابر بریتانیا و چیزی کمتر از یک چهارم ایران است.,سومین اقتصاد بزرگ جهان از نظر تولید ناخالص داخلی,سومین اقتصاد بزرگ جهان از نظر تولید ناخالص داخلی,False
اکسیژن سطح دریا از کجا خارج و به سمت کجا افزایش می‌یابد؟,در اطراف استوا خارج شده و به سمت قطب‌ها افزایش می‌یابد,از اطراف استوا به سمت قطب‌ها,از اطراف استوا به سمت قطب‌ها,True
نامزد جمهوری‌‌خواهان در نخستین انتخابات ریاست جمهوری پس از تأسیس این حزب، که بود؟,جان فریمونت,جان سی. فرمونت,جان سی. فرمونت,True
چرا امروزه مردم‌شناسان، جوامع ابتدایی را فرو دستانه برآورد نمی کنند؟,آن‌ها دریافته‌اند که اگرچه جوامع پیشرفته از دانش تخصصی و فنون بهره‌مندی بیشتری دارند، اما در مقابل، غالباً از نظر همبستگی و یکپارچگی ویژه‌ای که در جوامع کمتر پیشرفته وجود دارد، دچار کمبود قابل توجهی هستند,زیرا مردم‌شناسان به کارکرد روزانهٔ جوامع معین و خط فرهنگی خاصهٔ هر جامعه توجه دارند.,زیرا مردم‌شناسان به کارکرد روزانهٔ جوامع معین و خط فرهنگی خاصهٔ هر جامعه توجه دارند.,False
کریستیان یوهان دوپلر کیست؟,فیزیکدان اتریشی,فیزیکدان اتریشی که اثر دوپلر را در سال ۱۸۴۲ بیان کرد.,فیزیکدان اتریشی که اثر دوپلر را در سال ۱۸۴۲ بیان کرد.,True
هیئت مدیره بین‌المللی واترپلو و کمیته بین‌المللی شنا در چه سالی پا گرفتند؟,سال ۱۹۲۸,این اطلاعات در متن موجود نیست.,این اطلاعات در متن موجود نیست.,False
قبل از عرضه اولیه، چه سهمی از گوگل در اختیار یاهو بود؟,۸٫۴ میلیون,اطلاعاتی در این زمینه در متن موجود نیست.,اطلاعاتی در این زمینه در متن موجود نیست.,False
چند نفر از مجلس نمایندگان ژاپن را زنان تشکیل داده‌اند؟,,اطلاعاتی در این زمینه در متن موجود نیست.,اطلاعاتی در این زمینه در متن موجود نیست.,False
ون گوگ توسط چه کسی به قتل رسید؟,یک مراکشی,متن موجود اطلاعاتی درباره ون گوگ و قاتل او ارائه نمی‌دهد.,متن موجود اطلاعاتی درباره ون گوگ و قاتل او ارائه نمی‌دهد.,False
برنامه ی مسابقات شنای مردان در المپیک تا سال 1952 شامل چه رقابت هایی می شد؟,رقابت‌های کرال سینه، کرال پشت و قورباغه,مسابقات شنای مردان در المپیک تا سال 1952 شامل کرال سینه، پروانه، قورباغه و شنای مختلط بود.,مسابقات شنای مردان در المپیک تا سال 1952 شامل کرال سینه، پروانه، قورباغه و شنای مختلط بود.,False
لئونارد کلینراک تئوری‌ مسیریابی سلسله مراتبی را در چه سالی ارائه کرد؟,سال ۱۹۶۷,۱۹۵۱,۱۹۵۱,False
چرا در بین مرزها بازرگانی و ازدواج و حتی جاسوسی را ممکن می‌ساخت؟,رفت‌وآمد بین مرزها آزاد بود,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
مهندس گوگل امیت پاتل، شعار غیر رسمی شرکت گوگل را در چه سالی ثبت کرد؟,,۲۰۱۱,۲۰۱۱,False
ساختمان اصلی گوگل به چه نامی شناخته می‌شود؟,گوگل‌پلکس,گوگل,گوگل,False
اولین خواننده هیپ هاپ در فرانسه چه کسی بود؟,,آفریقا بامباتا,آفریقا بامباتا,False
ژاپن از چند جزیره تشکیل شده‌است؟,بیش از ۶۸۰۰ جزیره,بیش از ۶۸۰۰ جزیره,بیش از ۶۸۰۰ جزیره,True
