question,answer,model_answer,clean_model_answer,is_correct,em_score,f1_score,precision_score,recall_score,parse_result
چند نفر در سراسر دنیا بازی فینال جام جهانی سال ۲۰۰۶ را بصورت زنده مشاهده کردند؟,۷۱۵٫۱ میلیون نفر,نزدیک به ۱٫۰ میلیارد نفر,نزدیک به ۱٫۰ میلیارد نفر,False,False,0.25,0.2,0.3333333333333333,False
در سال 1378، چند درصد کل جمعیت روستایی استان خوزستان را عرب‌ها در برمی‌گرفتند؟,۳۸ درصد,حدود 70 درصد,حدود 70 درصد,False,False,0.4,0.3333333333333333,0.5,False
در راس کلیسای کاتولیک چه کسی قرار دارد؟,اسقف اعظم رم,پاپ,پاپ,True,False,0.0,0.0,0.0,False
تلاش های ایبریایی ها باعث چه چیزی شد؟,درگرفتن جنگی بین ایران و روم شد,تلاش های ایبریایی ها باعث ورود اندیشه های جدید به خرد جمعی مردم امپراتوری عثمانی و تمدن های بومی قاره امریکا نشد.,تلاش های ایبریایی ها باعث ورود اندیشه های جدید به خرد جمعی مردم امپراتوری عثمانی و تمدن های بومی قاره امریکا نشد.,False,False,0.06896551724137931,0.045454545454545456,0.14285714285714285,False
در سال 1950، گیلان به چه شهرستان‌هایی تقسیم شده بود؟,طوالش، فومن، بندر پهلوی (انزلی)، رشت و لاهیجان,طوالش، فومن، بندر پهلوی (انزلی)، رشت، لاهیجان,طوالش، فومن، بندر پهلوی (انزلی)، رشت، لاهیجان,True,False,0.9333333333333333,1.0,0.875,False
نور مرئی چیست؟,,نور مرئی قسمتی از طیف الکترومغناطیسی است که قابل دیدن توسط چشم انسان است.,نور مرئی قسمتی از طیف الکترومغناطیسی است که قابل دیدن توسط چشم انسان است.,False,False,0.0,0.0,0.0,False
یزگرد دوم به کجا لشکر کشید؟,غرب,شیراز,شیراز,False,False,0.0,0.0,0.0,False
فرح کریمی به نمایندگی از کدام حزب در مجلس هلند حضور داشته‌است؟,سبزها,حزب سبزها,حزب سبزها,True,False,0.6666666666666666,0.5,1.0,True
دانشگاه جندی شاپور را چه کسانی بنیان‌گذاردند؟,ساسانیان,ساسانیان,ساسانیان,True,True,1.0,1.0,1.0,True
اولین رهبر مسیحیان کاتولیک جهان چه کسی بود؟,,پطرس,پطرس,False,False,0.0,0.0,0.0,False
در ژاپن چند گونه گیاهی وجود دارد؟,بین ۴۰۰۰ تا ۶۰۰۰ گونه گیاهی,اطلاعاتی در مورد تعداد گونه‌های گیاهی در ژاپن در متن موجود نیست.,اطلاعاتی در مورد تعداد گونه‌های گیاهی در ژاپن در متن موجود نیست.,False,False,0.1111111111111111,0.08333333333333333,0.16666666666666666,False
اندکی بعد از کودتا اسفند 1299 بیانیه‌های تند و تیزی، یکی از سوی سید ضیاء و دیگری از سوی رضاخان، صادر شد که دربارهٔ چه بود؟,نجات کشور و سلطنت از دست خائنان و نالایقان و بازسازی آن,کودتا و بیانیه‌های تند و تیز سید ضیاء و رضاخان دربارهٔ برکناری دولت و تغییرات سیاسی بود.,کودتا و بیانیه‌های تند و تیز سید ضیاء و رضاخان دربارهٔ برکناری دولت و تغییرات سیاسی بود.,False,False,0.20689655172413793,0.17647058823529413,0.25,False
چند تیم در مسابقات جام جهانی سال 1934 در ایتالیا حضور داشتند؟,۱۶ تیم,16 تیم,16 تیم,True,False,0.5,0.5,0.5,True
چند درصد از مردم گیلان گویش خاوری دارند؟,,حدود ۳۷٫۷ درصد,حدود ۳۷٫۷ درصد,False,False,0.0,0.0,0.0,False
به کسی که نرم‌افزار رایانه می‌نویسد چه چیزهایی می‌گویند؟,برنامه‌نویس، برنامه‌نویس رایانه، توسعه‌دهنده، کدنویس، یا مهندس نرم‌افزار,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
اگر جسمی به سمت زمین در حرکت باشد، از نظر چشم غیرمترقبه در نور مرئی چه میزان متفاوت است؟,تفاوت محسوسی وجود نخواهد داشت,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
علت نام گذاری شنای تروجن چیست؟,نام نخستین نمایش دهنده آن (جیمز تروج) بر روی آن نهاده شده‌است,متن ارائه شده هیچ اطلاعاتی درباره علت نام گذاری شنای تروجن ندارد.,متن ارائه شده هیچ اطلاعاتی درباره علت نام گذاری شنای تروجن ندارد.,False,False,0.08333333333333333,0.08333333333333333,0.08333333333333333,False
چه کسی هفت هفته متوالی جایزه فری استایل فرایدی را در بت ۱۰۶ و پارک که برنامه‌ای مختص هیپ هاپ بود، را از آن خود کرد؟,یک هنرمند رپ چینی- آمریکایی به نام جین آئو- یونگ,امیر قلعه نویی,امیر قلعه نویی,False,False,0.0,0.0,0.0,False
به چه دلیل گیلان در سال 1395، استان بدون بار امنیتی عنوان شد؟,دغدغه ای از لحاظ امنیت در سطح کلان در گیلان نداشته‌اند و براساس ارزیابی‌های وزارت کشور ایران، دغدغه ای از لحاظ امنیت در سطح کلان در این استان نبوده‌است,متن موجود در زمینه گیلان و دلایل امنیتی آن در سال 1395 اطلاعاتی ارائه نمی‌دهد.,متن موجود در زمینه گیلان و دلایل امنیتی آن در سال 1395 اطلاعاتی ارائه نمی‌دهد.,False,False,0.18181818181818182,0.26666666666666666,0.13793103448275862,False
شاپور دوم چه سیاستی را درپی گرفت؟,سیاست دینی بی‌رحمانه,مرمت و بازسازی دانشگاه جندی شاپور,مرمت و بازسازی دانشگاه جندی شاپور,False,False,0.0,0.0,0.0,False
چگونه از پزشکی پرفشار برای بهبودی بیمار استفاده می‌شود؟,استفاده از اکسیژن در فشار بالاتر از فشار اتمسفر، و تسریع درمانی برای بیماری کاهش فشار با هدف کاهش اثرات مضر حباب‌های گاز با کاهش اندازه آن‌ها و فراهم کردن شرایط بهبودی بیمار,با افزایش فشار نسبی اکسیژن در اطراف بیمار و تسریع درمانی برای بیماری کاهش فشار.,با افزایش فشار نسبی اکسیژن در اطراف بیمار و تسریع درمانی برای بیماری کاهش فشار.,False,False,0.5000000000000001,0.8,0.36363636363636365,False
چند پروتکل که روی وب استفاده می‌شود را نام ببرید؟,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
اروپا چندمین قاره جهان از نظر تراکم جمعیت است؟,دومین,دومین قاره,دومین قاره,True,False,0.6666666666666666,0.5,1.0,True
فیس‌بوک در چه سالی در دسترس عموم قرار گرفت؟,,2004,2004,False,False,0.0,0.0,0.0,False
علت مرگ هاردینگ چه بود؟,,متن موجود اطلاعاتی درباره علت مرگ هاردینگ ارائه نمی‌دهد.,متن موجود اطلاعاتی درباره علت مرگ هاردینگ ارائه نمی‌دهد.,True,False,0.0,0.0,0.0,False
منظور از شیطان سرخ چیست؟,اتحاد شوروی,اتحاد شوروی,اتحاد شوروی,True,True,1.0,1.0,1.0,True
چند روز بعد از به تصویب رسیدن سیزدهمین اصلاحیه قانون اساسی ایالات متحده آمریکا آبراهام لینکلن به قتل رسید؟,۵,5 روز,5 روز,True,False,0.0,0.0,0.0,True
در رومانی، بی. یو. جی. مافیا از کجا ظهور کرد؟,پنتلیمون بخارست,پنتلیمون بخارست,پنتلیمون بخارست,True,True,1.0,1.0,1.0,True
غواصان و خدمه زیردریایی‌ها از چه چیزی استفاده می‌کنند؟,از اکسیژن مصنوعی متناسب با فشار,اکسیژن مصنوعی متناسب با فشار,اکسیژن مصنوعی متناسب با فشار,True,False,0.9090909090909091,1.0,0.8333333333333334,False
قطعه‌سازی که اغلب از آن تحت عنوان «بیت» یاد می‌شود توسط چه کسی نواخته می‌شود؟,یک دی جی,دی جی,دی جی,True,False,0.8,1.0,0.6666666666666666,False
در چه سالی کمپانی گوگل اعلام کرد که قصد دارد صدها باتری خورشیدی نصب کرده و تا ۱٫۶ مگاوات نیروی برق تولید کند؟,سال ۲۰۰۶,۲۰۱۱,۲۰۱۱,False,False,0.0,0.0,0.0,False
پل باران در مطالعه جامع خود که برای نیروی هوایی ایالات متحده آمریکا منتشر کرده بود چه پیشنهادی داده بود؟,که برای دستیابی به استحکام و مقاومت در برابر حوادث از راه‌گزینی بسته کوچک استفاده شود,پیشنهاد خاصی در متن ارائه نشده است.,پیشنهاد خاصی در متن ارائه نشده است.,False,False,0.08695652173913043,0.14285714285714285,0.0625,False
دلیل اصلی خارج شدن ۳ تن از فرزندان حسین‌علی میرزا فرمانفرما از ایران به بریتانیا چه بود؟,,عدم امنیت و شرایط سیاسی,عدم امنیت و شرایط سیاسی,False,False,0.0,0.0,0.0,False
در کدام کشور میزبان جام جهانی، قبل ازآغاز مسابقات، زلزله ویرانگر و ۹٫۵ ریشتری شیلی رخ داد؟,شیلی,شیلی,شیلی,True,True,1.0,1.0,1.0,True
سلطان تنجی در دوران سلطنت خود چه‌کار هایی انجام داد؟,وی بر خلاف گذشته که امپراتور فقط ریاست قبایل را بر عهده داشت حکومت را مرکزیت قدرت کشور گردانید و این قدرت تمامیت‌خواهی را در سراسر امپراتوری برقرار کرد.,سلطان تنجی قدرت را مرکزیت بخشید، حکام ایالات را موظف به پرداخت خراج سالانه کرد و هم بستگی در سراسر کشور را ایجاد کرد.,سلطان تنجی قدرت را مرکزیت بخشید، حکام ایالات را موظف به پرداخت خراج سالانه کرد و هم بستگی در سراسر کشور را ایجاد کرد.,False,False,0.37735849056603776,0.4166666666666667,0.3448275862068966,False
در چه تاریخی با دادخواستی که توسط دادگاه فدرال کالیفرنیا علیه گوگل تنظیم شد، گوگل را ملزم به پرداخت 5 میلیارد دلار کرد؟,ژوئن ۲۰۲۰,این اطلاعات در متن موجود نیست.,این اطلاعات در متن موجود نیست.,False,False,0.0,0.0,0.0,False
حرکات منظم دست‌ها و پاها و به‌طور کلی بدن که امکان پیشروی موجودات زنده در آب را ممکن می‌سازد؛ چه می نامند؟,شناکردن,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
ارسطو راجع به کمدی چه می گوید؟,ارسطو می‌گوید کمدی از نمایش بدیهه سازی‌های سرخوانِ آوازه‌های آئینی فالیک بیرون آمده‌است,متن ارائه شده هیچ اشاره ای به ارسطو و نظرات او درباره کمدی ندارد.,متن ارائه شده هیچ اشاره ای به ارسطو و نظرات او درباره کمدی ندارد.,False,False,0.14814814814814817,0.14285714285714285,0.15384615384615385,False
اینترنت از چه شبکه‌هایی تشکیل شده؟,از میلیون‌ها شبکه خصوصی، عمومی، دانشگاهی، تجاری و دولتی در اندازه‌های محلی و کوچک تا جهانی و بسیار بزرگ تشکیل شده‌است,شبکه‌های خصوصی، عمومی، دانشگاهی، تجاری و دولتی,شبکه‌های خصوصی، عمومی، دانشگاهی، تجاری و دولتی,False,False,0.42857142857142855,0.8571428571428571,0.2857142857142857,False
روم کنترل کدام مناطق را به دست می گرفت؟,پنج ساتراپی بین دجله و ارمنستان,ارمنستان و شمال میان‌رودان,ارمنستان و شمال میان‌رودان,False,False,0.4,0.5,0.3333333333333333,False
مرکز زمین در کجای مسیر ماهواره‌ها قرار دارد؟,مرکز این مسیر یا در نقطۀ کانونی آن,در مدار هم‌زمان با زمین,در مدار هم‌زمان با زمین,False,False,0.15384615384615385,0.2,0.125,False
وارن گامالیل هاردینگ در انتخابات ریاست جمهوری سال ۱۹۲۰ آمریکا نامزد کدام حزب بود؟,جمهوری‌خواهان,جمهوری‌خواهان,جمهوری‌خواهان,True,True,1.0,1.0,1.0,True
وب جهان گستر چیست؟,مجموعه‌ای جهانی از اسناد و تصاویر و سایر منابعی است که به وسیله ابرپیوندها با یکدیگر ارتباط منطقی دارند,متن موجود در زمینه وب جهان گستر وجود ندارد.,متن موجود در زمینه وب جهان گستر وجود ندارد.,False,False,0.0,0.0,0.0,False
لاووازیه نام هوای حیاتی را در ۱۷۷۷ به چه نامی تغییر داد؟,اکسیژن,اکسیژن,اکسیژن,True,True,1.0,1.0,1.0,True
سالن ورودی گوگل پلکس مزین به چه چیزهایی است؟,یک پیانو، تعدادی سرور قدیمی، و جستارهای تحقیقاتی یک پروژه بر روی دیوار,فوتبال دستی، هاکی، میز تنیس و بازی‌های ویدئویی,فوتبال دستی، هاکی، میز تنیس و بازی‌های ویدئویی,False,False,0.09523809523809525,0.125,0.07692307692307693,False
مراسم افتتاحیه بازی‌های آسیایی ۲۰۱۰ در چه تاریخی برگزار شد؟,۱۲ نوامبر,۱۹ سپتامبر ۲۰۱۰,۱۹ سپتامبر ۲۰۱۰,False,False,0.0,0.0,0.0,False
بخش موازی در استان گیلان از ادغام چند بخش تشکیل شده بود؟,چهار بخش,چهار بخش رشت، کهدم، کوچصفهان و خشکبیجار,چهار بخش رشت، کهدم، کوچصفهان و خشکبیجار,True,False,0.4444444444444445,0.2857142857142857,1.0,True
زبان رایج ساسانیان چه بود؟,,فارسی,فارسی,False,False,0.0,0.0,0.0,False
اینترنت امکان دسترسی به رایانه‌های دیگر و انباره‌های اطلاعات را چگونه به کاربران رایانه می‌دهد؟,از راه دور,از طریق پروتکل اینترنت (TCP/IP) و شبکه‌های متصل به هم.,از طریق پروتکل اینترنت (TCP/IP) و شبکه‌های متصل به هم.,False,False,0.15384615384615383,0.1,0.3333333333333333,False
شهرهای تورنتو و اتاوا در کدام استان قرار دارند؟,استان انتاریو,استان انتاریو,استان انتاریو,True,True,1.0,1.0,1.0,True
میزان مهاجرت مردم خوزستان به شهرهای شمالی در سال 1399 چقدر بوده است؟,,معلوماتی در مورد میزان مهاجرت مردم خوزستان به شهرهای شمالی در سال 1399 در متن موجود نیست.,معلوماتی در مورد میزان مهاجرت مردم خوزستان به شهرهای شمالی در سال 1399 در متن موجود نیست.,False,False,0.0,0.0,0.0,False
رابرت تیلور متولد چه سالی بود؟,,متن موجود اطلاعاتی درباره تاریخ تولد رابرت تیلور ارائه نمی‌دهد.,متن موجود اطلاعاتی درباره تاریخ تولد رابرت تیلور ارائه نمی‌دهد.,True,False,0.0,0.0,0.0,False
هنگامی که علی بن موسی الرضا به ولایت عهدی رسید، بر خلاف سنت عباسیان چه رنگی را به عنوان رنگ خود برگزید؟,رنگ سبز,سبز,سبز,True,False,0.6666666666666666,1.0,0.5,False
دریای تتیس، اقیانوس آرام را به کدام اقیانوس متصل می‌کرد؟,اطلس,اقیانوس اطلس,اقیانوس اطلس,True,False,0.6666666666666666,0.5,1.0,True
آلبوم شاهکار بینش‌پژوه دارای چه سبکی است؟,سبک رپ طنز,سبک راک,سبک راک,False,False,0.4,0.5,0.3333333333333333,False
علت وجود برخی واژگان فرانسوی در زبان هلندی چیست؟,دوره‌های تسلط فرانسویان بر این منطقه,به دلیل استعمار فرانسه و تأثیرات فرهنگی آن بر هلند.,به دلیل استعمار فرانسه و تأثیرات فرهنگی آن بر هلند.,True,False,0.125,0.1,0.16666666666666666,False
خانواده نوش‌آفرین آیرملو بعد از کدام جنگ در تهران ساکن شده بودند؟,اصالتی گرجی یا ایروانی,جنگ جهانی اول,جنگ جهانی اول,False,False,0.0,0.0,0.0,False
یکی از محبوب ترین گروه‌ها در رومانی را نام ببرید؟,گروه پارازیتی,گروه پارازیتی,گروه پارازیتی,True,True,1.0,1.0,1.0,True
با توجه به کتاب «کُرّاسهٔ اَلمَعی» پرچم «بیرق قاپوق» در کجا در اهتزاز بوده‌است؟,محل اعدام مجرمان,در مصر,در مصر,False,False,0.0,0.0,0.0,False
شاپور چگونه کشته شد؟,بر اثر فروپاشی سقف بر سرش,بر اثر فروپاشی سقف بر سرش کشته شد.,بر اثر فروپاشی سقف بر سرش کشته شد.,True,False,0.8571428571428571,0.75,1.0,True
رضاشاه در کدام روستا متولد شد؟,آلاشت,اطلاعاتی در مورد محل تولد رضاشاه در متن موجود نیست.,اطلاعاتی در مورد محل تولد رضاشاه در متن موجود نیست.,False,False,0.0,0.0,0.0,False
عملیات بمباران اتمی هیروشیما و ناگازاکی به فاصله چند روز انجام شد؟,به فاصله ۳ روز,3 روز,3 روز,True,False,0.3333333333333333,0.5,0.25,False
چه کسی تحت تأثیر میرزا فتحعلی آخوند زاده پنج نمایشنامه نوشت؟,میرزا آقا تبریزی,محمدتقی بهار,محمدتقی بهار,False,False,0.0,0.0,0.0,False
در ژانویه ۲۰۱۱ گوگل اعلام کرد که دسترسی کاربران ایرانی به چه نرم‌افزارهایی آزاد است؟,گوگل ارث، پیکاسا و مرورگر کروم,گوگل ارث، پیکاسا، مرورگر کروم,گوگل ارث، پیکاسا، مرورگر کروم,True,False,0.9090909090909091,1.0,0.8333333333333334,False
ون گوگ در چه سالی به قتل رسید؟,۲۰۰۴,۱۸۹۰,۱۸۹۰,False,False,0.0,0.0,0.0,False
لطفعلی خان آخرین فرمانروای زند در چه سالی به دست آغا محمدخان قاجار کشته شد؟,سال ۱۲۰۹ هجری قمری,1794,1794,True,False,0.0,0.0,0.0,False
کدام جزء از جمهوری‌خواهان معتقد هستند که ایالات متّحده باید در عرصه‌ی خارجی سیاست‌هایی تهاجمی را دنبال کند و با کشورهایی که مزاحم منافع این کشورند، به شدّت برخورد کند؟,نومحافظه‌کاران,نومحافظه‌کاران,نومحافظه‌کاران,True,True,1.0,1.0,1.0,True
کدام کشور توانست موفق به کسب رتبهٔ نخست در جدول مدال‌ها در بازی‌های آسیایی ۲۰۱۰ شود؟,چین,ایران,ایران,False,False,0.0,0.0,0.0,False
صنایع دستی استان خوزستان را نام ببرید؟,,متن ارائه شده اطلاعاتی درباره صنایع دستی استان خوزستان ندارد.,متن ارائه شده اطلاعاتی درباره صنایع دستی استان خوزستان ندارد.,True,False,0.0,0.0,0.0,False
مرکز کالیفرنیا کدام شهر است؟,,سان رامون,سان رامون,False,False,0.0,0.0,0.0,False
اصلی‌ترین عامل پیشرفت آئین بودائی در ژاپن چه بود؟,تبلیغات غیر آزارنده و مسالمت‌آمیز، پرهیزکاری و اطاعت و انقیاد نسبت به حکومت بود.,تبلیغات غیر آزارنده و مسالمت‌آمیز، پرهیزکاری و اطاعت و انقیاد نسبت به حکومت,تبلیغات غیر آزارنده و مسالمت‌آمیز، پرهیزکاری و اطاعت و انقیاد نسبت به حکومت,True,False,0.962962962962963,1.0,0.9285714285714286,False
 استراحت، رفع فشار و معالجه اضطراری برای غواصان و خدمه زیردریایی‌ها در چه عمق و فشاری است؟,عمق نسبتاً کم (عمق ۶ متر یا کمتر) در فشارهای حداکثر ۲٫۸ بار,عمق ۶ متر یا کمتر و فشار حداکثر ۲٫۸ بار,عمق ۶ متر یا کمتر و فشار حداکثر ۲٫۸ بار,True,False,0.6956521739130435,0.8,0.6153846153846154,False
چه کسی کادوسیان را مجبور کرد که با مادها بجنگند؟,یک پارسی به نام پارسد,متن موجود به این سوال پاسخ نمی‌دهد.,متن موجود به این سوال پاسخ نمی‌دهد.,False,False,0.16666666666666666,0.14285714285714285,0.2,False
قسمت‌هایی از موسیقی سنتی کره را نام ببرید؟,پانسوری یا نانگک (موسیقی کشاورزان),,,False,False,0.0,0.0,0.0,False
مسعود خان کیست؟,,شاهزاده مسعود میرزا ظل‌السلطان ملقب به ظل السلطان,شاهزاده مسعود میرزا ظل‌السلطان ملقب به ظل السلطان,False,False,0.0,0.0,0.0,False
رپ تور نیویورک توسط چه کسی حمایت می‌شد؟,اروپا,اروپا ۱,اروپا ۱,True,False,0.6666666666666666,0.5,1.0,True
بزرگ‌ترین شاخه از کلیسای مسیحی کدام است؟,کلیسای کاتولیک,کلیسای کاتولیک,کلیسای کاتولیک,True,True,1.0,1.0,1.0,True
کریم خان زند به کدام شرکت در بوشهر پروانه زدن تجارتخانه  داد؟,شرکت انگلیسی هند شرقی,پروانه زدن تجارتخانه به شرکت انگلیسی هند شرقی,پروانه زدن تجارتخانه به شرکت انگلیسی هند شرقی,True,False,0.6666666666666666,0.5,1.0,True
مهم‌ترین احزاب سیاسی فعال ژاپن کدام احزاب می‌باشد؟,حزب لیبرال دموکرات، حزب دموکراتیک ژاپن، حزب کومه جدید، حزب کمونیست ژاپن، حزب سوسیال دموکرات,حزب لیبرال دموکرات، حزب دموکراتیک ژاپن، حزب کومه جدید، حزب کمونیست ژاپن، حزب سوسیال دموکرات,حزب لیبرال دموکرات، حزب دموکراتیک ژاپن، حزب کومه جدید، حزب کمونیست ژاپن، حزب سوسیال دموکرات,True,True,1.0,1.0,1.0,True
بارنه‌یود در چه سالی جسد خود را به مدرسه فروخت تا با مرگ وی شاگردان به تشریح بدن او بپردازند؟,,۱۸۲۲,۱۸۲۲,False,False,0.0,0.0,0.0,False
کلیسای کاتولیک چند میلیارد نفر پیرو دارد؟,یک و نیم میلیارد نفر,بیش از یک و نیم میلیارد نفر,بیش از یک و نیم میلیارد نفر,False,False,0.8333333333333333,0.7142857142857143,1.0,True
ساسانیان چه نوع حکومتی داشتند؟,,شاهنشاهی,شاهنشاهی,False,False,0.0,0.0,0.0,False
قسمت اعظم رپ در چه غالبی موجود است؟,نوشته‌های رسا,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
اولین کلیسای کاتولیک در کجا ساخته شد؟,,در رم، ایتالیا,در رم، ایتالیا,False,False,0.0,0.0,0.0,False
باب دیلن در چه سالی رپ انجام می‌داد؟,سال ۱۹۶۰,متن موجود اطلاعاتی درباره باب دیلن و رپ ارائه نمی‌دهد.,متن موجود اطلاعاتی درباره باب دیلن و رپ ارائه نمی‌دهد.,False,False,0.0,0.0,0.0,False
استاروسلسکی افسر کدام کشور بود؟,روس,روم,روم,False,False,0.0,0.0,0.0,False
شاخص امید به زندگی در مردان و زنان در ژاپن چقدر می‌باشد؟,شاخص امید به زندگی در مردان ۷۲/۶۴ و در زنان ۸۶/۳۹ می‌باشد.,اطلاعاتی در مورد شاخص امید به زندگی در مردان و زنان در ژاپن در متن موجود نیست.,اطلاعاتی در مورد شاخص امید به زندگی در مردان و زنان در ژاپن در متن موجود نیست.,False,False,0.6206896551724139,0.5294117647058824,0.75,False
در چه سالی گوگل سیاست استراحت ابتکاری را به وجود آورد؟,,۲۰۱۱,۲۰۱۱,False,False,0.0,0.0,0.0,False
شاهنشاهی ساسانی چند سال بر ایران حکومت کردند؟,۴۲۷ سال,427 سال,427 سال,True,False,0.5,0.5,0.5,True
شورای المپیک آسیا در سال ۲۰۱۰ با ورود چه رشته‌ای به بازی‌ها موافقت کرد؟,رشتهٔ کریکت (بیست۲۰),کریکت (بیست۲۰),کریکت (بیست۲۰),True,False,0.8,1.0,0.6666666666666666,False
ایستگاه‌های رادیویی هیپ هاپ تا چه سالی پا به عرصه وجود گذاشتند؟,تا سال ۱۹۸۲,۱۹۸۲,۱۹۸۲,True,False,0.5,1.0,0.3333333333333333,False
نام قرائت‌های مختلف قرآنی چیست؟,,نام قرأت‌های مختلف قرآنی در متن موجود ذکر نشده است.,نام قرأت‌های مختلف قرآنی در متن موجود ذکر نشده است.,False,False,0.0,0.0,0.0,False
چرا آتش‌سوزی که باعث کشته شدن خدمه آپولو ۱ در آزمایش سکوی پرتاب شد، خیلی سریع گسترش یافت؟,زیرا کپسول حاوی اکسیژن تحت فشاری در حدود ۱ اتمسفر بود,زیرا کپسول حاوی اکسیژن تحت فشاری در حدود ۱ اتمسفر بود.,زیرا کپسول حاوی اکسیژن تحت فشاری در حدود ۱ اتمسفر بود.,True,True,1.0,1.0,1.0,True
استان خوزستان در کجا واقع است؟,جنوب‌غربی ایران,ایران,ایران,False,False,0.6666666666666666,1.0,0.5,False
 لئونارد کلینراک چه کسی بود؟,استاد دانشگاه کالیفرنیا,متن موجود اطلاعاتی درباره لیٔونارد کلینراک ارائه نمی‌دهد.,متن موجود اطلاعاتی درباره لیٔونارد کلینراک ارائه نمی‌دهد.,False,False,0.0,0.0,0.0,False
انگلیسی‌ها در تجارت با کریم خان زند چه دادو ستدی داشتند؟,انگلیسی‌ها پارچه‌های پشمی به ایران می‌آوردند و در برابر کریم خان ایشان را از حق گمرک معاف نمود,متن ارائه شده اطلاعاتی دربارهٔ دادو ستد انگلیسی‌ها با کریم خان زند ندارد.,متن ارائه شده اطلاعاتی دربارهٔ دادو ستد انگلیسی‌ها با کریم خان زند ندارد.,False,False,0.1935483870967742,0.23076923076923078,0.16666666666666666,False
چرا برادر فرج‌الله بهرامی به مدرس سیلی‌ زد؟,,متن ارائه شده اطلاعاتی درباره برادر فرج‌الله بهرامی و سیلی زدن به مدرس ندارد.,متن ارائه شده اطلاعاتی درباره برادر فرج‌الله بهرامی و سیلی زدن به مدرس ندارد.,True,False,0.0,0.0,0.0,False
وحی چیست؟,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
مخالفان رضاشاه معتقدند پهلوی یکم چه چیزهایی را در ایران نابود کرد؟,دموکراسی، مجلس، انتخابات و آزادی,"عقاید ""الحادی"" و ""مادی‌گرایانه""","عقاید ""الحادی"" و ""مادی‌گرایانه""",False,False,0.22222222222222224,0.25,0.2,False
چند درصد مردم چین به مسیحیت روی آوردند؟,,متن موجود اطلاعاتی درباره درصد مردم چین که به مسیحیت روی آورده‌اند ارائه نمی‌دهد.,متن موجود اطلاعاتی درباره درصد مردم چین که به مسیحیت روی آورده‌اند ارائه نمی‌دهد.,False,False,0.0,0.0,0.0,False
در حال حاضر مرکز استان خوزستان کدام شهر است؟,شهر اهواز,اهواز,اهواز,True,False,0.6666666666666666,1.0,0.5,False
کتیبه‌های سنگی دوران ساسانی درحال حاضر در کجا نگهداری می‌شوند؟ ,,در اطراف دریاچه آرال,در اطراف دریاچه آرال,False,False,0.0,0.0,0.0,False
نشان جمهوری اسلامی ایران به چه رنگی در میانه‌ی نوار سفید قرار دارد؟,رنگ سرخ,سرخ,سرخ,True,False,0.6666666666666666,1.0,0.5,False
مدرس از چه کسی سیلی خورد؟,برادر فرج‌الله بهرامی,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
به چه علت بخش زیادی از کانادا خالی از سکنه است؟,به دلیل سرما و نزدیکی به قطب شمال,به دلیل سرما و نزدیکی به قطب شمال,به دلیل سرما و نزدیکی به قطب شمال,True,True,1.0,1.0,1.0,True
در پی چه چیزی لینکلن اعلامیه معروف خود مبنی بر آزادی برده‌ها را اعلام کرد؟,پیروزی نظامی و معنوی دولت فدرال بر ایالت‌های تجزیه طلب جنوبی,پیروزی نظامی و معنوی دولت فدرال بر ایالت‌های تجزیه طلب جنوبی,پیروزی نظامی و معنوی دولت فدرال بر ایالت‌های تجزیه طلب جنوبی,True,True,1.0,1.0,1.0,True
در چه تاریخی سازمان اروپایی پژوهش دربارهٔ ذرات - پروژه وب جهان گستر را به اطلاع عموم رساند؟,ششم اوت ۱۹۹۱,تاریخ مشخصی در متن برای این سوال وجود ندارد.,تاریخ مشخصی در متن برای این سوال وجود ندارد.,False,False,0.0,0.0,0.0,False
کتاب‌خانه‌های کد پایه چیست؟,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
بعد از مرگ هاردینگ چه کسی عهده‌دار پست ریاست جمهوری شد؟,جان کالوین کولیج,این اطلاعات در متن موجود نیست.,این اطلاعات در متن موجود نیست.,False,False,0.0,0.0,0.0,False
وضعیت تئاتر در سده ی هجدهم اروپا به چه شکل بود؟,,متن ارائه شده اطلاعاتی درباره وضعیت تئاتر در سده هجدهم اروپا ندارد.,متن ارائه شده اطلاعاتی درباره وضعیت تئاتر در سده هجدهم اروپا ندارد.,True,False,0.0,0.0,0.0,False
احتراق مجاورت، ایجاد شده در طول جنگ جهانی دوم، متکی به چیست؟,رادار داپلر,متکی به تنفس یاخته‌ای، پوسیدگی و احتراق است.,متکی به تنفس یاخته‌ای، پوسیدگی و احتراق است.,False,False,0.0,0.0,0.0,False
